id,timestamp,user_id,idade,escolaridade,id_frase,clareza,fidelidade,efetividade
226,2025-11-10 19:49:20.211+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,26,6,5,5
227,2025-11-10 19:49:31.763+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,29,3,3,5
228,2025-11-10 19:49:37.851+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,2,5,5,5
229,2025-11-10 19:49:43.13+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,23,7,7,7
230,2025-11-10 19:49:48.338+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,35,7,7,7
231,2025-11-10 19:49:53.923+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,20,5,5,5
232,2025-11-10 19:49:59.979+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,30,5,5,6
233,2025-11-10 19:50:06.955+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,3,6,6,6
234,2025-11-10 19:50:12.059+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,36,7,7,7
235,2025-11-10 19:50:17.435+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,38,7,7,7
236,2025-11-10 19:50:22.291+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,22,7,7,7
237,2025-11-10 19:50:27.707+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,15,7,7,7
238,2025-11-10 19:50:33.458+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,33,7,7,7
239,2025-11-10 19:50:41.066+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,32,6,6,6
240,2025-11-10 19:50:46.835+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,40,6,6,6
241,2025-11-10 19:50:51.955+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,37,6,6,6
242,2025-11-10 19:50:56.915+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,21,6,6,6
243,2025-11-10 19:51:01.898+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,24,6,6,6
244,2025-11-10 19:51:07.747+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,8,6,6,6
245,2025-11-10 19:51:13.971+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,31,6,6,6
246,2025-11-10 19:51:19.163+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,9,5,5,5
247,2025-11-10 19:51:24.467+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,25,4,4,4
248,2025-11-10 19:51:30.075+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,39,5,5,5
249,2025-11-10 19:51:44.587+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,19,5,5,5
250,2025-11-10 19:51:51.002+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,4,6,6,6
251,2025-11-10 19:51:59.69+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,28,6,6,6
252,2025-11-10 19:52:05.667+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,7,3,3,3
253,2025-11-10 19:52:12.234+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,10,5,5,5
254,2025-11-10 19:52:18.53+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,17,6,6,6
255,2025-11-10 19:52:24.179+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,6,6,6,6
256,2025-11-10 19:52:30.842+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,13,6,6,6
257,2025-11-10 19:52:36.65+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,27,6,6,6
258,2025-11-11 09:45:19.506+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),10,7,6,7
259,2025-11-11 09:47:16.755+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),32,6,6,6
260,2025-11-11 09:48:01.301+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),37,6,5,7
261,2025-11-11 09:48:05.72+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),37,6,5,7
262,2025-11-11 09:49:04.143+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),14,6,5,6
263,2025-11-11 09:49:53.525+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),38,6,5,6
264,2025-11-11 09:50:46.728+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),16,5,4,6
265,2025-11-11 09:52:15.394+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),1,6,5,6
266,2025-11-11 09:52:16.526+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),1,6,5,6
267,2025-11-11 09:52:17.193+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),1,6,5,6
268,2025-11-11 09:53:19.456+00,4e181a30-ce05-41db-98b2-3ab27045ca77,24,Pós-graduação Lato Sensu (Especialização),12,6,4,6
